FID,the_geom,CATEGORY,NAME
power_towers.16256,POINT (31.6762536 30.1424302),Government and Public Services,Power Tower
power_towers.16257,POINT (31.6763482 31.2356896),Government and Public Services,Power Tower
power_towers.16258,POINT (31.6763585 29.9146481),Government and Public Services,Power Tower
power_towers.16259,POINT (31.6763909 29.9376046),Government and Public Services,Power Tower
power_towers.16260,POINT (31.6764143 30.8379174),Government and Public Services,Power Tower
power_towers.16261,POINT (31.6765314 29.7007207),Government and Public Services,Power Tower
power_towers.16262,POINT (31.676595 31.3667764),Government and Public Services,Power Tower
power_towers.16263,POINT (31.6766202 26.511839),Government and Public Services,Power Tower
power_towers.16264,POINT (31.6766748 31.1013255),Government and Public Services,Power Tower
power_towers.16265,POINT (31.6767345 29.9465993),Government and Public Services,Power Tower
power_towers.16266,POINT (31.6767396 29.9406078),Government and Public Services,Power Tower
power_towers.16267,POINT (31.6767664 31.205916),Government and Public Services,Power Tower
power_towers.16268,POINT (31.6767704 26.5182331),Government and Public Services,Power Tower
power_towers.16269,POINT (31.6767918 26.5111718),Government and Public Services,Power Tower
power_towers.16270,POINT (31.6768951 30.2939253),Government and Public Services,Power Tower
power_towers.16271,POINT (31.6769236 30.472753),Government and Public Services,Power Tower
power_towers.16272,POINT (31.677142 29.9436757),Government and Public Services,Power Tower
power_towers.16273,POINT (31.6771683 30.2948903),Government and Public Services,Power Tower
power_towers.16274,POINT (31.6772133 30.4719623),Government and Public Services,Power Tower
power_towers.16275,POINT (31.6772924 29.9506529),Government and Public Services,Power Tower
power_towers.16276,POINT (31.6773237 30.294735),Government and Public Services,Power Tower
power_towers.16277,POINT (31.677339 26.4602051),Government and Public Services,Power Tower
power_towers.16278,POINT (31.677344 31.3993647),Government and Public Services,Power Tower
power_towers.16279,POINT (31.6773667 30.7397245),Government and Public Services,Power Tower
power_towers.16280,POINT (31.6773712 26.4634804),Government and Public Services,Power Tower
power_towers.16281,POINT (31.6773884 30.1077521),Government and Public Services,Power Tower
power_towers.16282,POINT (31.6773884 30.1087938),Government and Public Services,Power Tower
power_towers.16283,POINT (31.6774215 30.297412),Government and Public Services,Power Tower
power_towers.16284,POINT (31.6774248 26.4670962),Government and Public Services,Power Tower
power_towers.16285,POINT (31.6774312 31.1508115),Government and Public Services,Power Tower
power_towers.16286,POINT (31.6774415 30.5205975),Government and Public Services,Power Tower
power_towers.16287,POINT (31.6774839 26.4710342),Government and Public Services,Power Tower
power_towers.16288,POINT (31.6775268 31.2369675),Government and Public Services,Power Tower
power_towers.16289,POINT (31.6775429 26.4743617),Government and Public Services,Power Tower
power_towers.16290,POINT (31.6775537 29.9469351),Government and Public Services,Power Tower
power_towers.16291,POINT (31.6775697 26.4781121),Government and Public Services,Power Tower
power_towers.16292,POINT (31.6776609 26.4818958),Government and Public Services,Power Tower
power_towers.16293,POINT (31.6777038 26.511508),Government and Public Services,Power Tower
power_towers.16294,POINT (31.6777078 30.2938994),Government and Public Services,Power Tower
power_towers.16295,POINT (31.6777145 26.4853721),Government and Public Services,Power Tower
power_towers.16296,POINT (31.6777843 26.4889875),Government and Public Services,Power Tower
power_towers.16297,POINT (31.6778053 31.3990762),Government and Public Services,Power Tower
power_towers.16298,POINT (31.6778071 29.9492348),Government and Public Services,Power Tower
power_towers.16299,POINT (31.6778325 26.4924441),Government and Public Services,Power Tower
power_towers.16300,POINT (31.6778325 26.5154488),Government and Public Services,Power Tower
power_towers.16301,POINT (31.6778354 30.2972626),Government and Public Services,Power Tower
power_towers.16302,POINT (31.6778503 29.9547333),Government and Public Services,Power Tower
power_towers.16303,POINT (31.6778808 26.4959345),Government and Public Services,Power Tower
power_towers.16304,POINT (31.6779196 30.1093913),Government and Public Services,Power Tower
power_towers.16305,POINT (31.6779291 26.4994487),Government and Public Services,Power Tower
power_towers.16306,POINT (31.677972 26.5028285),Government and Public Services,Power Tower
power_towers.16307,POINT (31.6780096 26.5061315),Government and Public Services,Power Tower
power_towers.16308,POINT (31.6780472 30.473292),Government and Public Services,Power Tower
power_towers.16309,POINT (31.6780525 26.509271),Government and Public Services,Power Tower
power_towers.16310,POINT (31.6781422 31.0986169),Government and Public Services,Power Tower
power_towers.16311,POINT (31.6781666 29.9519911),Government and Public Services,Power Tower
power_towers.16312,POINT (31.6781936 31.3628648),Government and Public Services,Power Tower
power_towers.16313,POINT (31.678209 30.1424302),Government and Public Services,Power Tower
power_towers.16314,POINT (31.6783368 26.4604693),Government and Public Services,Power Tower
power_towers.16315,POINT (31.6783851 26.4640086),Government and Public Services,Power Tower
power_towers.16316,POINT (31.6784226 26.4674756),Government and Public Services,Power Tower
power_towers.16317,POINT (31.6784726 29.9586286),Government and Public Services,Power Tower
power_towers.16318,POINT (31.6784847 30.4727391),Government and Public Services,Power Tower
power_towers.16319,POINT (31.678487 26.4710006),Government and Public Services,Power Tower
power_towers.16320,POINT (31.6784992 29.9545058),Government and Public Services,Power Tower
power_towers.16321,POINT (31.6785353 26.4741603),Government and Public Services,Power Tower
power_towers.16322,POINT (31.6785354 26.5447957),Government and Public Services,Power Tower
power_towers.16323,POINT (31.6785621 26.4768634),Government and Public Services,Power Tower
power_towers.16324,POINT (31.678606 31.1027724),Government and Public Services,Power Tower
power_towers.16325,POINT (31.6786533 26.4807002),Government and Public Services,Power Tower
power_towers.16326,POINT (31.678723 26.4846228),Government and Public Services,Power Tower
power_towers.16327,POINT (31.6787446 30.8393238),Government and Public Services,Power Tower
power_towers.16328,POINT (31.6787767 26.4882817),Government and Public Services,Power Tower
power_towers.16329,POINT (31.6788142 26.4917624),Government and Public Services,Power Tower
power_towers.16330,POINT (31.6788157 29.9571083),Government and Public Services,Power Tower
power_towers.16331,POINT (31.6788196 26.4606083),Government and Public Services,Power Tower
power_towers.16332,POINT (31.6788251 26.5444765),Government and Public Services,Power Tower
power_towers.16333,POINT (31.6788679 26.4953776),Government and Public Services,Power Tower
power_towers.16334,POINT (31.678884 26.4638838),Government and Public Services,Power Tower
power_towers.16335,POINT (31.6789108 26.4991561),Government and Public Services,Power Tower
power_towers.16336,POINT (31.6789215 26.4675527),Government and Public Services,Power Tower
power_towers.16337,POINT (31.6789483 26.5126025),Government and Public Services,Power Tower
power_towers.16338,POINT (31.6789539 30.1392003),Government and Public Services,Power Tower
power_towers.16339,POINT (31.6789591 26.5028383),Government and Public Services,Power Tower
power_towers.16340,POINT (31.6789644 26.470304),Government and Public Services,Power Tower
power_towers.16341,POINT (31.6789876 29.9624113),Government and Public Services,Power Tower
power_towers.16342,POINT (31.6790036 31.3691726),Government and Public Services,Power Tower
power_towers.16343,POINT (31.6790127 26.4732861),Government and Public Services,Power Tower
power_towers.16344,POINT (31.6790181 26.5064724),Government and Public Services,Power Tower
power_towers.16345,POINT (31.6790556 26.5097319),Government and Public Services,Power Tower
power_towers.16346,POINT (31.6790664 26.4764121),Government and Public Services,Power Tower
power_towers.16347,POINT (31.6790727 31.1080588),Government and Public Services,Power Tower
power_towers.16348,POINT (31.6790948 31.2386389),Government and Public Services,Power Tower
power_towers.16349,POINT (31.6791061 30.1051785),Government and Public Services,Power Tower
power_towers.16350,POINT (31.6791146 26.4797687),Government and Public Services,Power Tower
power_towers.16351,POINT (31.6791197 30.2917196),Government and Public Services,Power Tower
power_towers.16352,POINT (31.6791501 30.7044626),Government and Public Services,Power Tower
power_towers.16353,POINT (31.679179 26.4830098),Government and Public Services,Power Tower
power_towers.16354,POINT (31.6791912 29.9599759),Government and Public Services,Power Tower
power_towers.16355,POINT (31.6792166 26.4868029),Government and Public Services,Power Tower
power_towers.16356,POINT (31.6792419 30.2928567),Government and Public Services,Power Tower
power_towers.16357,POINT (31.6792756 26.4896978),Government and Public Services,Power Tower
power_towers.16358,POINT (31.6792917 26.4572802),Government and Public Services,Power Tower
power_towers.16359,POINT (31.6793185 26.4607382),Government and Public Services,Power Tower
power_towers.16360,POINT (31.6793185 26.4931213),Government and Public Services,Power Tower
power_towers.16361,POINT (31.6793195 31.109786),Government and Public Services,Power Tower
power_towers.16362,POINT (31.6793399 26.4954642),Government and Public Services,Power Tower
power_towers.16363,POINT (31.6793896 31.2061548),Government and Public Services,Power Tower
power_towers.16364,POINT (31.6794016 26.4652066),Government and Public Services,Power Tower
power_towers.16365,POINT (31.6794043 26.4995162),Government and Public Services,Power Tower
power_towers.16366,POINT (31.6794311 26.467915),Government and Public Services,Power Tower
power_towers.16367,POINT (31.6794687 26.5033325),Government and Public Services,Power Tower
power_towers.16368,POINT (31.6794794 26.4704866),Government and Public Services,Power Tower
power_towers.16369,POINT (31.6795026 29.9661292),Government and Public Services,Power Tower
power_towers.16370,POINT (31.6795116 26.4730988),Government and Public Services,Power Tower
power_towers.16371,POINT (31.679517 26.5066594),Government and Public Services,Power Tower
